GLOBALEVENTID,SQLDATE,Actor1Name,AvgTone
749232599,20180420,ANHEUSER BUSCH,3.480589023
749232600,20180420,ANHEUSER BUSCH,3.480589023
749264683,20180420,MICROSOFT,3.486055777
749369110,20180420,LOCKHEED MARTIN,3.50877193
749338459,20180420,MERRILL LYNCH,3.513513514
749386849,20180420,EDISON INTERNATIONAL,3.564356436
749435540,20180420,DISNEY,3.604531411
749361651,20180420,GOOGLE,3.632478632
749280506,20180420,STARBUCKS,3.6900369
749378299,20180420,DREAMWORKS ANIMATION,3.6900369
749373543,20180420,GOOGLE,3.691813804
749309809,20180420,COCA COLA,3.738317757
749420456,20180420,NETFLIX,3.740648379
749247279,20180420,LAMAR ADVERTISING COMPANY,3.759398496
749247274,20180420,LAMAR ADVERTISING COMPANY,3.759398496
749406667,20180420,NETFLIX,3.787878788
749406668,20180420,NETFLIX,3.787878788
749330379,20180420,GOOGLE,3.849443969
749229061,20180420,DREAMWORKS ANIMATION,3.873239437
749467013,20180420,TUPPERWARE,3.90625
749467023,20180420,TUPPERWARE,3.90625
749314040,20180420,WELLS FARGO,3.916768666
749222794,20180420,DREAMWORKS ANIMATION,3.928571429
749495716,20180420,TITAN INTERNATIONAL INC,4.035874439
749414518,20180420,BRISTOL MYERS SQUIBB,4.129263914
749447244,20180420,GENERAL MILLS,4.142011834
749467025,20180420,NETFLIX,4.184100418
749309811,20180420,DREAMWORKS ANIMATION,4.199711608
749215338,20180420,BOEING,4.219409283
749212537,20180420,DREAMWORKS ANIMATION,4.255319149
749234597,20180420,NETFLIX,4.255319149
749330373,20180420,BOEING,4.305283757
749414519,20180420,GOOGLE,4.335260116
749468640,20180420,MONSANTO,4.360465116
749354047,20180420,XEROX,4.38247012
749354052,20180420,XEROX,4.38247012
749470492,20180420,WELLS FARGO,4.403131115
749361644,20180420,GENERAL MILLS,4.44191344
749361645,20180420,GENERAL MILLS,4.44191344
749309812,20180420,DREAMWORKS ANIMATION,4.452054795
749293554,20180420,GOOGLE,4.487179487
749427872,20180420,XEROX,4.491725768
749427880,20180420,XEROX,4.491725768
749338462,20180420,SUNTRUST BANKS,4.516129032
749288878,20180420,GOOGLE,4.584775087
749288875,20180420,GOOGLE,4.584775087
749298654,20180420,PFIZER,4.630788486
749298653,20180420,PFIZER,4.630788486
749338461,20180420,GENERAL ELECTRIC,4.703832753
749282629,20180420,STARBUCKS,4.704097117
749369103,20180420,COCA COLA,4.733727811
749369111,20180420,COCA COLA,4.733727811
749463602,20180420,MGM RESORTS,4.761904762
749261866,20180420,FORD MOTOR,4.87804878
749427874,20180420,ROYAL CARIBBEAN,4.899135447
749291908,20180420,GOOGLE,4.901960784
749291907,20180420,GOOGLE,4.901960784
749338457,20180420,XCEL ENERGY,4.956268222
749338458,20180420,XCEL ENERGY,4.956268222
749338465,20180420,XCEL ENERGY,4.956268222
749318186,20180420,DISNEY,5.00736377
749250459,20180420,AFLAC,5.050505051
749234611,20180420,VERIZON,5.22696011
749261870,20180420,GOOGLE,5.240174672
749472730,20180420,MOTOROLA,5.263157895
749472734,20180420,MOTOROLA,5.263157895
749472731,20180420,MOTOROLA,5.263157895
749476335,20180420,HASBRO,5.294117647
749476339,20180420,HASBRO,5.294117647
749215341,20180420,GOOGLE,5.415860735
749498701,20180420,DISNEY,5.523255814
749498702,20180420,DISNEY,5.523255814
749285909,20180420,PFIZER,5.555555556
749498700,20180420,DISNEY,5.882352941
749354046,20180420,INVESCO,5.890603086
749338468,20180420,MONSANTO,6.024096386
749338469,20180420,MONSANTO,6.024096386
749357859,20180420,GOOGLE,6.08974359
749408859,20180420,BOEING,6.18556701
749408865,20180420,BOEING,6.18556701
749376027,20180420,BOEING,6.271186441
749376035,20180420,BOEING,6.271186441
749376036,20180420,BOEING,6.271186441
749376028,20180420,BOEING,6.271186441
749396710,20180420,STARBUCKS,6.425702811
749396711,20180420,STARBUCKS,6.425702811
749396709,20180420,STARBUCKS,6.425702811
749396712,20180420,STARBUCKS,6.425702811
749334587,20180420,DREAMWORKS ANIMATION,6.943078235
749334586,20180420,DREAMWORKS ANIMATION,6.943078235
749272284,20180420,GOOGLE,7.142857143
749212522,20180420,DISNEY,7.228915663
749369105,20180420,INVESCO,7.272727273
749369109,20180420,INVESCO,7.272727273
749369104,20180420,INVESCO,7.272727273
749408862,20180420,WHOLE FOODS MARKET,7.490636704
749400603,20180420,DISNEY,7.550077042
749322419,20180420,GOOGLE,8.150064683
749400604,20180420,WHOLE FOODS MARKET,8.384458078
749330388,20180420,GOOGLE,9.219858156
749330389,20180420,GOOGLE,9.219858156
749330371,20180420,MICROSOFT,12.44239631
